,Gene,WT_K27me3,NSD1KO_K27me3,WT_K36me2,NSD1KO_K36me2,WT_K36me3,NSD1KO_K36me3,change_K27me3,change_K36me3,change_K36me2,LFC,tpm_Parental,tpm_NSD1KO
5420,Cdc45,0.0070764808032659,0.019603629323808,0.1190434202622709,0.0509267199883732,0.1001961657203103,0.0934415512620669,1.4700167941384383,-0.1006911706170274,-1.2249931761307546,0.411685303582952,58.636079535254616,75.12605103046369
5421,B3gnt5,0.0064914305566339,0.014273418746844,0.1379628215868571,0.0691254882032817,0.0485982893253819,0.0505223442949933,1.136722574264805,0.0560160519719393,-0.996989870287204,0.698868212482101,40.54609795843314,63.186925496779054
5422,Yeats2,0.0045398213156972,0.0134695602010773,0.1329314127694699,0.076179244509267,0.0857016362235908,0.0714002616921355,1.568995325428323,-0.2633933867212888,-0.8032121799470651,0.33244714983155,35.395877336496426,42.495053661979
5423,Map6d1,0.0624565523531701,0.0870162323182003,0.2298365177333466,0.0406552675253556,0.0156813199010409,0.0051667798405327,0.4784316177951305,-1.6017096804874311,-2.499093846575388,-2.13641940722252,4.1896686603421385,0.7775834953641405
5424,Abcc5,0.0053920854853458,0.0135648871266453,0.1998354820546241,0.1114312598010271,0.0596016761321048,0.0607145689302342,1.3309617689189788,0.0266898407908047,-0.8426587569467915,1.43322605625218,31.076454563511,79.10306435721552
5425,Dvl3,0.005668048091217,0.0092928784590722,0.1701854014126437,0.0978115606002486,0.0621078964821611,0.0657253148454972,0.713273540040507,0.0816724415246315,-0.7990303910318055,0.896989331914062,30.735989106125167,54.53955054566347
5426,Ap2m1,0.0095942451291449,0.0278171724633414,0.1774696671780087,0.0583029775364302,0.1054487416699257,0.092332347960132,1.5357345760679062,-0.1916338002575636,-1.6059309936985129,0.793013373536971,108.07176790415744,181.9184164898138
5427,Alg3,0.0026078621091576,0.0078557232812672,0.1226599516944116,0.0676455219437155,0.1088881735004586,0.0857532623099803,1.5908765224416042,-0.3445838075349092,-0.8585979502216758,0.314778378880702,98.48006814903133,118.6779502237328
5428,Camk2n2,0.2113025383196742,0.0482338160621613,0.071921724027821,0.0225516738420402,0.0097873619767481,0.0038369359575754,-2.1311932382222145,-1.35096537231434,-1.673193086037874,1.33590120874824,11.884383059737033,29.743669101867155
5429,Ece2,0.0141018613772159,0.0157497627547131,0.2567701599474406,0.1018618461744993,0.0344828064086296,0.0593959199558853,0.1594444929233552,0.7844866383412343,-1.3338637817389114,0.535357895730665,18.96305140822766,27.128047563218463
5430,Clcn2,0.0044888669848966,0.0109865600950113,0.1904060490033233,0.0868007764384047,0.083720044745189,0.0765492393966109,1.2913164957207517,-0.1291850396724896,-1.1332994594658137,0.854267344886043,20.90236491148841,36.35036347502543
5431,Vps8,0.0100327373895426,0.0559517569470926,0.2339225230649021,0.0714567692224871,0.0147504591207176,0.0055358867228769,2.4794681412939683,-1.4138735328044985,-1.710888185364236,-0.487673929887824,16.68706133637088,10.6030717124958
5432,Ehhadh,0.0194955377808602,0.1276577497392803,0.267602971726593,0.0064351004133981,0.0063558845523727,0.0014465307079566,2.71106526544333,-2.135495969838465,-5.377987666492219,-2.56140906073169,3.534855011060737,0.4643044917518447
5433,Map3k13,0.0183031376882375,0.1319972642473296,0.3104304560489524,0.0207847519157728,0.009040254246438,0.0039598038534945,2.8503451342799035,-1.1909343782570048,-3.900672672615388,-1.769397095785,1.6824388012362177,0.3932089558563463
5434,Tmem41a,0.028172564361699,0.085978819622082,0.1943120102122207,0.0581864161715733,0.0293331021357383,0.0115589439085478,1.6096904154697629,-1.3435200610809848,-1.739620779876769,-0.656226334531971,26.646441466727705,14.242365650106958
5435,Liph,0.0122169555485225,0.1292662986158094,0.2686162888102832,0.0456040049554789,0.0425189578214342,0.0057266099182035,3.40338947795672,-2.8923529962438908,-2.558314359090759,-2.30159909247711,11.176260383836084,2.040030957185248
5436,Senp2,0.0068229220342183,0.0149422984113791,0.1370745135474268,0.0719963761979841,0.0974485752263009,0.073910330863562,1.1309404435196189,-0.3988650602337698,-0.9289641556239736,0.268112456332105,63.64325346281775,72.77589033948446
